ETER_ID,institution_name,English Institution Name,reference_year,country_code,latitude,longitude,total_current_expenditure_PPP,basic_government_allocation_PPP,private_third_party_funding_PPP,total_current_revenues_PPP,total_academic_staff_FTE,total_students_enrolled_ISCED_5-7,total_students_enrolled_ISCED_8,ReD_expenditure_PPP,erasmus_incoming_students_ISCED_5,erasmus_incoming_students_ISCED_6,erasmus_incoming_students_ISCED_7,erasmus_incoming_students_ISCED_8,erasmus_incoming_staff,TOTAL_ISCED8 ,staff_to_student_ratio,doctorate_to_stundents_ratio,doctorate_to_accademic_staff,research_income,proportion_of_international_students,proportion_international_staff
FR0138,VetAgro Sup Lempdes,,2017,FR,"45,77601","3,176173",m,m,m,m,m,m,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0140,Université de Pau et des Pays de l'Adour,University of Pau and Pays de l'Adour,2017,FR,"43,31135159","-0,3642110519",m,m,m,m,m,10860,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0141,École supérieure d’art des Pyrénées — Pau Tarbes,,2017,FR,"43,301483","-0,367462",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0142,École supérieure des technologies industrielles avancées,,2017,FR,"43,446185","-1,553921",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0143,École nationale d'ingénieurs de Tarbes,,2017,FR,"43,22518137","0,053250139",m,m,m,m,m,1147,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0144,Université de Perpignan - Via Domitia,University of Perpignan,2017,FR,"42,6845513","2,899049526",m,m,m,m,m,7878,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0145,École nationale supérieure d'architecture de Strasbourg,,2017,FR,"48,585848","7,737041",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0146,École supérieure des arts décoratifs de Strasbourg,,2017,FR,"48,601986","7,783522",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0147,École nationale du génie de l'eau et de l'environnement de Strasbourg,,2017,FR,"48,58497789","7,757571392",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0148,Institut national des sciences appliquées de Strasbourg,,2017,FR,"48,58166605","7,764637168",m,m,m,m,m,2015,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0149,Université de Strasbourg,University of Strasbourg,2017,FR,"48,5790482","7,766298852",m,m,m,m,m,44397,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0150,Université de Haute-Alsace,University of Upper Alsace,2017,FR,"47,73226053","7,314852143",m,m,m,m,m,9023,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0151,École nationale supérieure d'architecture de Lyon,,2017,FR,"45,779899","4,923537",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0152,École nationale supérieure des beaux-arts de Lyon,,2017,FR,"45,767879","4,81704",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0153,École centrale de Lyon,,2017,FR,"45,78395482","4,770271656",m,m,m,m,m,1696,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0154,Institut national des sciences appliquées de Lyon,,2017,FR,"45,783298","4,878137",m,m,m,m,m,5571,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0155,École catholique d'arts et métiers,,2017,FR,"45,764444","4,824799",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0156,Université catholique de Lyon,Catholic University of Lyon,2017,FR,"45,751424","4,82693",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0157,Université Claude Bernard - Lyon 1,Université Claude Bernard Lyon 1,2017,FR,"45,78183896","4,86820957",m,m,m,m,m,34567,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0158,Université Lumière - Lyon 2,Lumière University Lyon 2,2017,FR,"45,75078352","4,836274135",m,m,m,m,m,26472,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0159,Institut régional d'administration de Lyon,,2017,FR,"45,774663","4,861589",m,m,m,m,m,m,x,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0160,Institut supérieur d'agriculture et d'agroalimentaire Rhône-Alpes,,2017,FR,"45,727857","4,836368",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0161,Université Jean Moulin - Lyon 3,Jean Moulin University Lyon 3,2017,FR,"45,75185681","4,837403451",m,m,m,m,m,26221,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0162,École nationale supérieure des sciences de l'information et des bibliothèques,,2017,FR,"45,780149","4,862512",m,m,m,m,m,228,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0163,École nationale des travaux publics de l'État,,2017,FR,"45,778498","4,923286",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0164,Conservatoire national supérieur musique et danse de Lyon,,2017,FR,"45,769155","4,812549",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0165,Institut textile et chimique,,2017,FR,"45,78634","4,767521",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0166,École supérieure chimie physique électronique de Lyon,,2017,FR,"45,783865","4,869012",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0167,École des avocats Rhône-Alpes,,2017,FR,"45,760488","4,847127",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0168,École normale supérieure de Lyon,,2017,FR,"45,729835","4,827171",m,m,m,m,m,1520,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0169,Le Mans Université,Le Mans University,2017,FR,"48,01519956","0,1574867213",m,m,m,m,m,9033,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0170,Université de Savoie Mont Blanc,University of Savoy Mont Blanc,2017,FR,"45,56677523","5,917639586",m,m,m,m,m,12899,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0171,École d'ingénieur de la ville de Paris,,2017,FR,"48,874003","2,381869",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0172,"Faculté Libre de Droit, d’Economie et de Gestion",,2017,FR,"48,840945","2,334387",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0173,Université Paris-Dauphine,Paris Dauphine University,2017,FR,"48,87106874","2,274692493",m,m,m,m,m,10458,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0174,Université Paris 1 - Panthéon Sorbonne,Pantheon-Sorbonne University,2017,FR,"48,84680158","2,344875832",m,m,m,m,m,35244,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0175,Université Panthéon-Assas,Pantheon-Assas University,2017,FR,"48,84680158","2,344875832",m,m,m,m,m,15400,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0176,Université Sorbonne Nouvelle - Paris 3,University of Paris 3 - Sorbonne Nouvelle,2017,FR,"48,84889563","2,343133828",m,m,m,m,m,14280,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0178,Université Paris Descartes,Paris Descartes University,2017,FR,"48,85123715","2,340769848",m,m,m,m,m,30255,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0180,Université Paris Diderot,Paris Diderot University,2017,FR,"48,83026539","2,380924208",m,m,m,m,m,22448,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0181,École nationale supérieure d'architecture de Paris-Malaquais,,2017,FR,"48,85641483","2,334452586",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0182,École nationale supérieure d'architecture de Paris-La Villette,,2017,FR,"48,893684","2,381056",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0183,École nationale supérieure d'architecture de Paris-Belleville,,2017,FR,"48,8748788","2,374209534",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0184,Groupe ESPI École supérieure des professions immobilières,,2017,FR,"48,834123","2,30216",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0185,École nationale supérieure d'arts et métiers,,2017,FR,"48,833541","2,358318",m,m,m,m,m,5630,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0186,École nationale supérieure de chimie de Paris,,2017,FR,"48,843924","2,343714",m,m,m,m,m,382,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0187,Institut de physique du globe,,2017,FR,"48,844781","2,35647",m,m,m,m,m,a,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0188,École supérieure de physique et de chimie industrielles de la ville de Paris,,2017,FR,"48,841428","2,347202",m,m,m,m,m,m,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0189,Institut d'études politiques de Paris,Paris Institute of political studies,2017,FR,"48,8541335","2,328395149",m,m,m,m,m,9709,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0190,École normale supérieure de Paris,,2017,FR,"48,84229344","2,344285284",m,m,m,m,m,1412,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0191,Institut des sciences et industries du vivant et de l'environnement,,2017,FR,"48,839694","2,347993",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0192,École nationale supérieure des arts décoratifs,,2017,FR,"48,842722","2,344585",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0193,Conservatoire national des arts et métiers,,2017,FR,"48,867331","2,337483",m,m,m,m,m,2352,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0194,École nationale des Chartes,,2017,FR,"48,867322","2,337468",m,m,m,m,m,155,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0195,Collège de France,,2017,FR,"48,848884","2,345483",m,m,m,m,m,a,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0196,École pratique des hautes études,,2017,FR,"48,83108","2,340199",m,m,m,m,m,541,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0197,Institut national des langues et civilisations orientales,,2017,FR,"48,827112","2,376046",m,m,m,m,m,5562,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0198,École du Louvre,,2017,FR,"48,861041","2,330591",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0199,École nationale supérieure des mines de Paris,,2017,FR,"48,844961","2,339603",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0200,Muséum national d'histoire naturelle,National museum of natural history,2017,FR,"48,844344","2,356206",m,m,m,m,m,245,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0201,Conservatoire national supérieur de musique et de danse de Paris,,2017,FR,"48,88894","2,390994",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0202,Observatoire de Paris,,2017,FR,"48,8359","2,336508",m,m,m,m,m,101,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0203,Télécom ParisTech,,2017,FR,"48,826316","2,346413",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0204,Institut Catholique de Paris,,2017,FR,"48,848037","2,329588",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0205,Institut supérieur d'électronique de Paris,,2017,FR,"48,845399","2,328096",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0206,"École supérieure d'informatique, électronique, automatique",,2017,FR,"48,837905","2,35263",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0207,École nationale supérieure des beaux-arts,,2017,FR,"48,856859","2,333783",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0208,École des hautes études en sciences sociales,School for advanced studies in the social sciences,2017,FR,"48,850185","2,326931",m,m,m,m,m,1538,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0209,École centrale d'électronique,,2017,FR,"48,852052","2,286125",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0210,École nationale supérieure d'architecture de Paris-Val de Seine,,2017,FR,"48,827462","2,384502",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0211,École nationale supérieure de création industrielle,,2017,FR,"48,858422","2,369272",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0212,École de formation professionnelle des barreaux de la cour d'appel de Paris,,2017,FR,"48,832349","2,265994",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0213,Centre des études supérieures industrielles,,2017,FR,"48,845969","2,30163",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0214,Institut catholique d'arts et métiers,,2017,FR,"48,613601","2,53823",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0215,Pôle supérieur d’enseignement artistique Paris Boulogne-Billancourt,,2017,FR,"48,878621","2,320767",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0216,École nationale supérieure d'architecture de Normandie,,2017,FR,"49,438422","1,136422",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0217,Institut national des sciences appliquées de Rouen,,2017,FR,"49,384951","1,068349",m,m,m,m,m,1817,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0218,Université de Rouen,University of Rouen,2017,FR,"49,45825268","1,068949359",m,m,m,m,m,26327,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0219,École supérieure d'ingénieurs en génie électrique,,2017,FR,"49,383313","1,076876",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0220,Université du Havre,University of Le Havre,2017,FR,"49,49585883","0,1291144016",m,m,m,m,m,7370,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0222,École des officiers de la gendarmerie nationale,,2017,FR,"48,546193","2,65457",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0223,Université Paris-Est Marne-la-Vallée,University of Marne la Vallée,2017,FR,"48,83962653","2,586509364",m,m,m,m,m,11534,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0224,École nationale des ponts et chaussées,,2017,FR,"48,840599","2,586954",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0225,École d'architecture de la ville et des territoires à Marne-la-Vallée,,2017,FR,"48,841184","2,591879",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0226,Université Paris-Est,,2017,FR,"48,840795","2,58783",m,m,m,m,m,a,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0227,École nationale supérieure d’architecture de Versailles,,2017,FR,"48,801429","2,126379",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0228,École des beaux-arts de Versailles,,2017,FR,"48,804077","2,134258",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0229,Université de Versailles Saint-Quentin-en-Yvelines,Versailles Saint-Quentin-en-Yvelines University,2017,FR,"48,79959303","2,141700572",m,m,m,m,m,13290,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0230,Université d'Amiens,,2017,FR,"49,87641196","2,263866464",m,m,m,m,m,25314,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0231,École Supérieure d'Ingénieurs en Électronique et Électrotechnique Amiens,ESIEE Amiens,2017,FR,"49,899854","2,2915",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0232,École nationale supérieure des mines d'Albi-Carmaux,,2017,FR,"43,922529","2,178964",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0233,Institut national universitaire Jean-François-Champollion,National University Institute Jean-Francois Champollion,2017,FR,"43,919655","2,139412",m,m,m,m,m,3505,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0234,Université de Toulon,University of Toulon,2017,FR,"43,13689021","6,01684038",m,m,m,m,m,8798,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0235,Institut supérieur de l'électronique et du numérique Toulon,,2017,FR,"43,114688","5,948897",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0236,Université d'Avignon et des Pays de Vaucluse,University of Avignon,2017,FR,"43,9498872","4,817617892",m,m,m,m,m,6328,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0237,Institut catholique d'études supérieures,Catholic Institute of Higher Studies,2017,FR,"46,672868","-1,419782",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0238,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,,2017,FR,"46,66099669","0,362013231",m,m,m,m,m,629,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0239,Université de Poitiers,University of Poitiers,2017,FR,"46,58605723","0,346653589",m,m,m,m,m,24597,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0240,Université de Limoges,University of Limoges,2017,FR,"45,82626343","1,259170893",m,m,m,m,m,14805,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0241,École nationale supérieure de céramique industrielle de Limoges,,2017,FR,"46,15973","1,396789",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0242,Institut d'ingénierie informatique de Limoges,,2017,FR,"45,819031","1,271314",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0243,Université de technologie de Belfort-Montbéliard,University of technology of Belfort-Montbéliard,2017,FR,"47,588056","6,865797",m,m,m,m,m,2691,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0244,Institut d'Optique Graduate School,Institut d’Optique Graduate School,2017,FR,"48,713792","2,203457",m,m,m,m,m,480,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0245,Université Paris-Sud,University of Paris-Sud,2017,FR,"48,69882746","2,172239029",m,m,m,m,m,20236,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0247,École polytechnique,,2017,FR,"48,714318","2,211282",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0248,Télécom SudParis,,2017,FR,"48,624701","2,443246",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0249,Université d'Évry-Val d'Essonne,University of Évry Val d'Essonne,2017,FR,"48,62493519","2,425979552",m,m,m,m,m,8807,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0250,Télécom École de Management,Telecom Business School,2017,FR,"48,624961","2,443347",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0251,École nationale supérieure d'informatique pour l'industrie et l'entreprise,,2017,FR,"48,6267","2,432138",m,m,m,m,m,565,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0252,École nationale supérieure de techniques avancées,,2017,FR,"48,710713","2,218055",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0253,EPF - École d'ingénieurs,,2017,FR,"48,778456","2,303324",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0254,École nationale supérieure du pétrole et des moteurs,IFP School,2017,FR,"48,877471","2,172689",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0255,Université Paris Nanterre,University Paris Nanterre,2017,FR,"48,90353088","2,214485155",m,m,m,m,m,26560,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0257,École Nationale de la Statistique et de l’Administration Économique,,2017,FR,"48,824356","2,302459",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
